number,label,status,composite,computational_handle,counterexample_reachable,accessibility,depth_required,problem_type,attack_vector,rationale,statement
912,#912,solved,49.0,3,1,4,2,asymptotic,"Compute h(n) for n up to 10^5, fit the constant c numerically, compare with analytic predictions from Legendre's formula structure","The objects are elementary (factorials, prime factorizations) and small cases are computable, but proving the asymptotic requires deep analytic number theory about the distribution of Legendre formula exponents. The depth needed to actually prove this is substantial, making it a poor target for an AI+code attack beyond numerical verification of c.",If $n! = \prod_i p_i^{k_i}$ is the factorisation into distinct primes then let $h(n)$ count the number of distinct exponents $k_i$. Prove that there exists some $c > 0$ such that \[h(n) \sim c\left(\frac{n}{\log n}\right)^{1/2}\] as $n \to \infty$.
929,#929,open,49.0,3,1,4,2,asymptotic,"Compute S(k) for small k by finding maximal gaps between x-smooth numbers, then analyze growth rate numerically","The objects (smooth numbers, consecutive integer gaps) are elementary and S(k) is concretely computable for small k via smooth-number enumeration. However, the core question is asymptotic (growth rate of S(k)), so computation gives data but not resolution; this likely needs analytic number theory on smooth number distribution near large integers.","Let $S(k)$ denote the smallest integer $n$ such that among any $k$ consecutive integers greater than $n$, i.e., $n+1, n+2, \ldots, n+k$, there is always at least one integer divisible only by primes $\leq x$. Estimate $S(k)$ - in particular, is it true that $S(k) \geq k^{1-o(1)}$?"
933,#933,open,49.0,3,1,4,2,asymptotic,"Compute 2^k * 3^l for n(n+1) over large ranges, plot 2^k*3^l / (n log n), look for growth patterns or boundedness evidence","The objects are elementary (factoring n(n+1) for its 2- and 3-smooth part) but the question is purely asymptotic about limsup, so computation can inform but not resolve it. This likely requires deep results from smooth numbers or abc-conjecture territory to settle.","If $n(n+1) = 2^k 3^l m$, where $(m, 6) = 1$, then is it true that $$\limsup_{n \to \infty} \frac{2^k 3^l}{n \log n} = \infty?$$"
942,#942,open,49.0,3,1,4,2,asymptotic,"Computationally tabulate h(n) for n up to 10^7, fit log h(n) vs log log n to estimate the constant c empirically","Powerful numbers are elementary objects and the interval [n^2,(n+1)^2) is concrete, so computation of h(n) for large n is feasible and could suggest the right constant c. However, proving the asymptotic bound requires analytic number theory on powerful numbers in short intervals, making the depth requirement high.","Let $h(n)$ count the number of powerful (if $p \mid m$ then $p^2 \mid m$) integers in $[n^2, (n+1)^2)$. Estimate $h(n)$. In particular is there some constant $c > 0$ such that $h(n) < (\log n)^{c+o(1)}$ and is $h(n) > (\log n)^{c-o(1)}$?"
975,#975,open,49.0,3,1,4,2,asymptotic,"Compute sum of tau(f(n)) for n<=X for specific irreducible polynomials (e.g., f=x^2+1) and fit against cX log X to verify the asymptotic numerically","The objects are elementary (divisor function, integer polynomials) and the conjecture is well-known to follow from standard analytic number theory heuristics; numerical verification for small cases is straightforward but the asymptotic proof requires deep sieve/L-function methods. This is essentially a known result for linear polynomials and a hard open problem for degree>=2.","Let $f \in \mathbb{Z}[x]$ be an irreducible non-constant polynomial such that $f(n) \geq 1$ for all large $n \in \mathbb{N}$. Does there exist a constant $c = c(f) > 0$ such that $$\sum_{n \leq X} \tau(f(n)) \sim cX \log X,$$ where $\tau$ is the divisor function?"
1004,#1004,open,49.0,3,1,4,2,existence,"For fixed c (e.g., c=1,2,3), search over n up to moderate x checking if phi(n+1),...,phi(n+floor(log x)^c) are all distinct; gather data on how common such n are.","The objects are elementary (Euler phi, integers) and small cases are computable, but the question is asymptotic existence so no finite computation resolves it. The problem likely requires analytic number theory to prove, making it hard for an automated pipeline beyond data gathering.","Let $c > 0$. If $x$ is sufficiently large then does there exist $n \leq x$ such that the values of $\phi(n + k)$ are all distinct for $1 \leq k \leq (\log x)^c$, where $\phi$ is the Euler totient function?"
1073,#1073,open,49.0,3,1,4,2,asymptotic,"Enumerate composite u up to some bound X; for each u check if u divides n!+1 for some n < u (by Wilson-like checks), count such u and see how A(X) grows vs X","The objects are elementary (composites, factorials, divisibility) and small cases are computable, but the claim is asymptotic (A(x)=x^{o(1)}) so computation can only gather evidence, not resolve it. The problem connects to deep questions about factorial congruences and pseudoprimes, requiring non-trivial analytic/algebraic insight to prove.",Let $A(x)$ count the number of composite $u < x$ such that $n! + 1 \equiv 0 \pmod{u}$ for some $n$. Is it true that $A(x) \leq x^{o(1)}$?
1103,#1103,open,49.0,3,1,4,2,asymptotic,Computationally construct maximal such sets A up to N (greedy or exhaustive) and measure growth rate; compare with known Sidon/B_h set bounds,"Objects are elementary (integers, squarefree numbers, sumsets) making it accessible, but the question asks for an asymptotic growth rate which requires analytic/combinatorial proof rather than finite verification. Computational experiments can suggest the answer but cannot resolve the asymptotic question.",Let $A$ be an infinite sequence of integers such that every $n \in A + A$ is squarefree. How fast must $A$ grow?
1137,#1137,open,49.0,3,1,4,2,asymptotic,Compute the ratio numerically for x up to 10^7 using known prime gaps to see how slowly (or not) it tends to 0; but resolution needs analytic depth,"Objects are elementary (prime gaps) but the problem is purely asymptotic, hinging on whether the maximal gap dominates the sum of squares—deeply connected to conjectures on large prime gaps that remain open. Computation can illustrate the trend but cannot resolve the limiting behavior.","Let $d_n = p_{n+1} - p_n$, where $p_n$ denotes the $n$th prime. Is it true that $$\frac{\sum_{n\le x} d_n^2}{(\max_{n<x} d_n)^2} \to 0$$ as $x \to \infty$?"
1138,#1138,open,49.0,3,1,4,2,asymptotic,"Compute d (maximal prime gap below x), then for various x,y,C tabulate [π(y+Cd)-π(y)] vs C/log(y) to check asymptotic ratio","Objects are elementary (primes, π function, prime gaps) but the claim is asymptotic as x→∞, so computation can only provide numerical evidence rather than resolution. The depth required is substantial as it connects maximal prime gaps to local prime distribution, touching Cramér-type conjectures.","Let $x/2 < y < x$ and $C > 1$. If $d = \max_{p_n < x}(p_{n+1} - p_n)$, where $p_n$ denotes the $n$th prime, then is it true that $$\pi(y + Cd) - \pi(y) \sim \frac{C}{\log y}?$$"
1139,#1139,open,49.0,3,1,4,2,asymptotic,"Compute gaps u_{k+1}-u_k for 2-almost primes up to large bounds, plot (u_{k+1}-u_k)/log(k), look for growth trend","The objects (numbers with at most 2 prime factors, i.e., 1-almost primes plus 2-almost primes) are elementary, but the limsup question is asymptotic and purely computational experiments cannot resolve it. This requires analytic number theory analogous to prime gap results but for almost-primes, where existing techniques give density results but not gap limsup statements.",Let $1 \le u_1 < u_2 < \cdots$ be the sequence of integers with at most 2 prime factors. Is it true that $$\limsup_{k \to \infty} \frac{u_{k+1} - u_k}{\log k} = \infty?$$
1144,#1144,open,49.0,3,1,4,2,universal,"Simulate random completely multiplicative functions for N up to 10^7, compute running max of partial sums/sqrt(N) across many realizations to build empirical evidence","The objects are elementary (random ±1 multiplicative functions, partial sums) and small-scale simulation is feasible, but the limsup question is inherently asymptotic and no finite computation can confirm or refute the almost-sure infinite limsup. This is related to deep results in probabilistic number theory (Wintner, Harper) and likely requires genuinely new analytic ideas.","Let $f$ be a random completely multiplicative function, where for each prime $p$ we independently choose $f(p) \in \{-1, 1\}$ uniformly at random. Is it true that $$\limsup_{N \to \infty} \frac{\sum_{m \leq N} f(m)}{\sqrt{N}} = \infty$$ with probability $1$?"
325,seq325,open,49.0,3,1,4,2,asymptotic,"Compute f(N) for N up to ~10000 via greedy/exact search, plot f(N)/N to see if it converges to 1/2","The objects are elementary (integers, unit fractions) and small cases are computable, but the core question is asymptotic density which no finite computation can settle. The 1/2 conjecture likely requires analytic/combinatorial density arguments beyond current reach.","Let $f(N)$ be the size of the largest $A \subseteq \{1,\ldots,N\}$ such that there are no solutions to \[ \frac{1}{a} = \frac{1}{b} + \frac{1}{c} \] with distinct $a, b, c \in A$? Estimate $f(N)$. In particular, is $f(N) = (\frac{1}{2} + o(1))N$?"
333,seq333,,49.0,3,1,4,2,asymptotic,"Compute E(x) for x up to 10^8, fit exponent in |E(x)| ~ x^theta, compare to conjectured theta=1/4","The objects are elementary (squarefree integers, simple count) and the error term is computationally measurable, but the actual conjecture (E(x)=O(x^{1/4+eps})) is tied to deep analytic number theory (Riemann Hypothesis and beyond), making a proof essentially out of reach. Computation can gather evidence for the exponent but cannot resolve the order of magnitude question.","Let $Q(x)$ count the number of squarefree integers in $[1, x]$. Determine the order of magnitude in the error term in the asymptotic \[Q(x) = \frac{6}{\pi^2} x + E(x).\]"
30,#30,open,46.0,3,1,4,1,asymptotic,Compute h(N) for small N via exhaustive search and compare to N^{1/2} to see how large h(N)-N^{1/2} actually grows,"Sidon sets are elementary objects and h(N) is computable for small N, but the question is purely asymptotic about the gap h(N)-N^{1/2}, which finite computation cannot resolve. This is a deep open problem requiring new analytic/combinatorial ideas well beyond current techniques.","Let $h(N)$ be the maximum size of a Sidon set in $\{1,\ldots,N\}$. Is it true that, for every $\epsilon > 0$, $$h(N) = N^{1/2} + O_\epsilon(N^\epsilon)?$$"
68,#68,open,46.0,2,1,5,2,existence,needs proof - deprioritize,"The series itself is elementary and computable to arbitrary precision, but irrationality proofs for specific constants require transcendence-theory techniques far beyond finite computation. No finite computation can certify irrationality; this needs deep analytic number theory.",Is \[\sum_{n\geq 2}\frac{1}{n!-1}\] irrational?
249,#249,open,46.0,2,1,5,2,decision,needs proof - deprioritize,"The objects are completely elementary (Euler totient, geometric series), but irrationality of such totient-weighted series is a hard transcendence-type question with no finite computation that could resolve it. Computing partial sums to high precision gives numerical evidence but cannot prove or disprove irrationality.",Is \[\sum_n \frac{\phi(n)}{2^n}\] irrational? Here $\phi$ is the Euler totient function.
251,#251,open,46.0,2,1,5,2,existence,needs proof - deprioritize,"The objects are completely elementary (primes, binary series), but no finite computation can resolve irrationality—this requires analytic/algebraic number theory techniques that are far beyond current methods for this type of series. Irrationality of such prime-indexed series is deeply open with no known attack.",Is $\sum \frac{p_n}{2^n}$ irrational? (Here $p_n$ is the $n$th prime.)
3,#3,open,45.0,2,2,4,1,universal,needs proof - deprioritize,"This is essentially the Erdős–Turán conjecture, one of the deepest open problems in additive combinatorics; the condition (divergent reciprocal sum) subsumes all cases including primes. Computational experiments can verify APs in specific dense sets but cannot meaningfully inform the universal statement, and no known technique comes close to resolving it.",If $A \subseteq \mathbb{N}$ has $\sum_{n \in A} \frac{1}{n} = \infty$ then must $A$ contain arbitrarily long arithmetic progressions?
234,#234,open,45.0,3,1,3,2,existence,"Compute empirical gap distributions for primes up to 10^8, estimate f(c) numerically for various c, and check continuity/shape against conjectured GUE/Poisson distributions","This is the Erdős–Turán conjecture on the limiting distribution of normalized prime gaps, related to deep analytic number theory (GUE statistics); existence of f(c) is wide open theoretically. Computational experiments can estimate the empirical CDF and check continuity numerically but cannot prove existence of the density.",For every $c \geq 0$ the density $f(c)$ of integers for which \[\frac{p_{n+1} - p_n}{\log n} < c\] exists and is a continuous function of $c$.
326,#326,open,45.0,3,1,3,2,existence,Computationally construct greedy minimal bases of order 2 and measure a_k/k^2 growth empirically for small k to estimate density behavior,"The objects (additive bases, minimal bases) are standard combinatorial number theory, accessible at undergrad level, but verifying minimality requires checking all proper subsets which is computationally intensive. Experiments can suggest the right constant c or show no such basis exists, but proving the limit rigorously likely needs deep analytic/additive combinatorics techniques.","Does there exist $A = \{a_1 < a_2 < \cdots\} \subset \mathbb{N}$ which is a minimal basis of order 2 (i.e. every large integer is the sum of 2 elements from $A$, and no proper subset of $A$ has this property), such that \[ \lim_{k \to \infty} \frac{a_k}{k^2} = c \] for some $c \neq 0$?"
367,#367,open,45.0,3,1,3,2,asymptotic,"Compute B_2(m) for all m up to 10^7, evaluate the product over consecutive windows of size k, and check growth rate against n^2","The objects (2-full parts of integers) are concrete and computable, and experiments can probe the n^2 bound empirically for small k. However, the claim is asymptotic/multiplicative and proving or disproving it requires analytic number theory beyond finite search.","Let $B_2(n)$ be the 2-full part of $n$ (that is, $B_2(n) = n/n'$ where $n'$ is the product of all primes that divide $n$ exactly once). Is it true that, for every fixed $k \geq 1, \[ \prod_{n \leq m < n+k} B_2(m) \ll n^{2+o(1)}? \] Or perhaps even $\ll_k n^2?$"
394,#394,open,45.0,3,1,3,2,asymptotic,"Compute t_2(n) and t_k(n) for n up to 10^5, estimate sum growth rates, compare ratios for successive k to check the o() claim empirically","The objects are elementary (divisibility of consecutive products) but the claims are purely asymptotic, so computation can only provide heuristic evidence rather than resolution. The depth needed involves analytic number theory for the logarithmic saving, making this hard to settle by code alone.",Let $t_k(n)$ denote the least $m$ such that $n \mid m(m+1)(m+2)\cdots(m+k-1)$. Is it true that $\sum_{n\le x} t_2(n) \ll \frac{x^2}{(\log x)^c}$ for some $c > 0$? Is it true that $\sum_{n\le x} t_{k+1}(n) = o\left(\sum_{n\le x} t_k(n)\right)$?
400,#400,open,45.0,3,1,3,2,asymptotic,"For small k (e.g., k=2), compute g_k(n) for n up to ~10^4 by brute-force maximization, then fit the sum against x log x to estimate c_k empirically.","The objects (factorials, divisibility, sums) are elementary but the asymptotic questions require analytic number theory beyond standard techniques. Computation can estimate c_k and verify the log x concentration heuristic but cannot resolve the asymptotic claims.","For any $k \geq 2$ let $g_k(n)$ denote the maximum value of $(a_1 + \cdots + a_k) - n$ where $a_1, \ldots, a_k$ are integers such that $a_1! \cdots a_k! \mid n!$. Can one show that $\sum_{n \leq x} g_k(n) \sim c_k x \log x$ for some constant $c_k$? Is it true that there is a constant $c_k$ such that for almost all $n < x$ we have $g_k(n) = c_k \log x + o(\log x)$?"
420,#420,open,45.0,3,1,3,2,asymptotic,"Compute τ(n!) and τ((n+floor(f(n)))!) for moderate n using known divisor-sum formulas (Legendre's formula for prime factorization of factorials), then study the ratio empirically for f=log n, (log n)^C, etc.","The objects (divisor function, factorials) are standard but the asymptotic behavior of τ(n!) is subtle, requiring understanding of prime factorizations via Legendre's formula. Computational experiments for moderate n are feasible and can probe density of F(log n, n) in (1,∞), but the limiting/density questions are fundamentally analytic and unlikely to be resolved by finite computation alone.","If $\tau(n)$ counts the number of divisors of $n$ then let $$F(f,n) = \frac{\tau((n + \lfloor f(n) \rfloor)!)}{\tau(n!)}.$$ Is it true that $$\lim_{n \to \infty} F((\log n)^C, n) = \infty$$ for large $C$? Is it true that $F(\log n, n)$ is everywhere dense in $(1, \infty)$? If $f(n) \to \infty$, then is $F(f, n)$ everywhere dense?"
460,#460,open,45.0,3,1,3,2,asymptotic,"For fixed n, compute the sequence a_0,a_1,... greedily up to n, then evaluate the sum; plot sum vs n for n up to 10^5 to see growth behavior","The greedy sequence is concretely computable for fixed n, so experiments on the sum's growth are feasible, but the asymptotic divergence question is analytic and code cannot settle it. The multi-part question with prime divisibility conditions adds complexity that makes clean computational evidence harder to interpret.","Let $a_0 = 0$ and $a_1 = 1$, and in general define $a_k$ to be the least integer $> a_{k-1}$ for which $(n - a_k, n - a_i) = 1$ for all $0 \leq i < k$. Does $$\sum_{0 < a_i < n} \frac{1}{a_i} \to \infty$$ as $n \to \infty$? What about if we restrict the sum to those $i$ such that $n - a_j$ is divisible by some prime $\leq a_j$, or the complement of such $i$?"
687,#687,open,45.0,3,1,3,2,asymptotic,"For small x, enumerate all choices of congruence classes a_p for primes p<=x via greedy/exhaustive search and compute Y(x) exactly, then fit growth rate.","The objects are elementary (primes, congruence classes, integer intervals) but the optimization over exponentially many choices of residues makes exact computation feasible only for tiny x. The core question is asymptotic and likely requires sieve-theoretic depth beyond standard techniques.","Let $Y(x)$ be the maximal $y$ such that there exists a choice of congruence classes $a_p$ for all primes $p \leq x$ such that every integer in $[1, y]$ is congruent to at least one of the $a_p$ (mod $p$). Give good estimates for $Y(x)$. In particular, can one prove that $Y(x) = o(x^2)$ or even $Y(x) \ll x^{1+o(1)}$?"
688,#688,open,45.0,3,1,3,2,asymptotic,"For small n (say n up to 1000), compute epsilon_n by searching over choices of congruence classes for primes in ranges (n^eps, n] using greedy/backtracking to cover all integers in [1,n].","The problem involves covering congruences from primes in a range, which is elementary to state but the optimization over congruence class choices makes exact computation hard even for moderate n. Computational experiments could estimate the growth of epsilon_n but settling whether it is o(1) requires asymptotic analysis beyond finite search.","Define $\epsilon_n$ to be maximal such that there exists some choice of congruence class $a_p$ for all primes $n^{\epsilon_n} < p \leq n$ such that every integer in $[1,n]$ satisfies at least one of the congruences $\equiv a_p \pmod{p}$. Estimate $\epsilon_n$ - in particular is it true that $\epsilon_n = o(1)$?"
709,#709,open,45.0,3,1,3,2,asymptotic,"Fix small n (2,3,4), enumerate sets A⊆[2,M] and binary-search for the minimal interval length needed; tabulate f(n) to guess growth rate.","The objects are elementary (integers, divisibility) but the minimax over all sets A and all intervals makes direct computation feasible only for very small n. The problem asks for asymptotic bounds, so no counterexample search applies and deep combinatorial/number-theoretic ideas are likely needed.","Let $f(n)$ be minimal such that, for any $A = \{a_1,\ldots,a_n\} \subseteq [2,\infty) \cap \mathbb{N}$ of size $n$, in any interval $I$ of $f(n) \max(A)$ consecutive integers there exist distinct $x_1,\ldots,x_n \in I$ such that $a_i \mid x_i$. Obtain good bounds for $f(n)$, or even an asymptotic formula."
711,#711,open,45.0,3,1,3,2,asymptotic,"Computationally enumerate f(n,m) for small n and varying m to understand the max and the difference f(n,m)-f(n,n), checking growth rates and worst-case m values.","The problem asks for two asymptotic proofs about a combinatorial number-theoretic function; the objects are elementary (divisibility, integer intervals) but the claims are purely asymptotic/analytic, so computation can explore patterns but cannot settle the proofs. Both parts likely require non-trivial combinatorial or analytic number theory arguments, making depth substantial.","Let $f(n, m)$ be minimal such that in $(m, m + f(n,m))$ there exist distinct integers $a_1, \ldots, a_n$ such that $k \mid a_k$ for all $1 \le k \le n$. Prove that $$\max_m f(n, m) \le n^{1+o(1)}$$ and that $$\max_m (f(n,m) - f(n,n)) \to \infty.$$"
768,#768,open,45.0,3,1,3,2,asymptotic,"Computationally enumerate A∩[1,N] for N up to 10^6-10^7, fit log(|A∩[1,N]|/N) vs sqrt(log N · log log N) to estimate c empirically","The set A is elementarily defined and computable, so density experiments are feasible and could confirm the conjectured asymptotic form and estimate c. However, proving the asymptotic requires deep analytic number theory (sieve methods, smooth number technology), so a full resolution is out of reach for an AI+code pipeline.","Let $A \subset \mathbb{N}$ be the set of $n$ such that for every prime $p \mid n$ there exists some $d \mid n$ with $d > 1$ such that $d \equiv 1 \pmod{p}$. Is it true that there exists some constant $c > 0$ such that for all large $N$ $$\frac{|A \cap [1,N]|}{N} = \exp(-(c + o(1))\sqrt{\log N \log \log N})?$$"
856,#856,open,45.0,3,1,3,2,asymptotic,"For small k (k=3) and small N, enumerate maximal subsets of {1..N} with no k-element subset sharing a common pairwise LCM, compute f_k(N), and fit asymptotic growth","The objects (integers, LCM, subset sums) are accessible but the constraint—no k elements with identical pairwise LCM—requires care to even verify computationally for moderate N. It's an asymptotic estimation problem so no counterexample search applies, and the extremal structure likely needs nontrivial combinatorial insight beyond pure computation.","Let $k \geq 3$ and $f_k(N)$ be the maximum value of $\sum_{n \in A} \frac{1}{n}$, where $A$ ranges over all subsets of $\{1, \ldots, N\}$ which contain no subset of size $k$ with the same pairwise least common multiple. Estimate $f_k(N)$."
859,#859,open,45.0,3,1,3,2,asymptotic,"For small t (say t up to 1000), compute d_t numerically by checking divisor-subset-sum for n up to large N, then fit c1,c2 to the sequence to see if the conjectured form is plausible.","The objects are elementary (divisors, subset sums, natural density) but the asymptotic question is purely about the limit behavior of d_t, so computation can only provide heuristic evidence for the conjectured form rather than a proof. The problem requires understanding multiplicative structure of divisor sets and probabilistic number theory at a level that goes well beyond standard techniques.","Let $t \geq 1$ and let $d_t$ be the density of the set of integers $n \in \mathbb{N}$ for which $t$ can be represented as the sum of distinct divisors of $n$. Do there exist constants $c_1, c_2 > 0$ such that \[d_t \sim \frac{c_1}{(\log t)^{c_2}}\] as $t \to \infty$?"
860,#860,open,45.0,3,1,3,2,asymptotic,"For small n, compute the minimal h(n) by brute-force: for each m, find the smallest window length guaranteeing π(n) distinct integers each divisible by the corresponding prime; tabulate and compare to n, log n, etc.","The problem asks for an asymptotic estimate of a covering-interval function involving the first π(n) primes, which is accessible but the core difficulty is analytic/number-theoretic (related to covering systems and prime gaps). Computation on small cases is feasible and could reveal the growth rate, but settling the asymptotic estimate requires deeper analytic tools.","Let $h(n)$ be such that, for any $m \geq 1$, in the interval $(m, m + h(n))$ there exist distinct integers $a_i$ for $1 \leq i \leq \pi(n)$ such that $p_i \mid a_i$, where $p_i$ denotes the $i$th prime. Estimate $h(n)$."
952,#952,open,45.0,3,1,3,2,existence,Search for long chains of Gaussian primes with bounded step size computationally; enumerate Gaussian primes in a region and find chains via graph search with small edge weights,"Gaussian primes are standard objects but require 2D complex integer geometry. Computationally one can search for long bounded-gap chains in the Gaussian integer grid, but proving an infinite chain exists (or doesn't) requires deep analytic number theory akin to bounded gaps for primes.","Is there an infinite sequence of distinct Gaussian primes $x_1, x_2, \ldots$ such that $|x_{n+1} - x_n| \ll 1$?"
976,#976,open,45.0,3,1,3,2,asymptotic,"For small irreducible f (e.g., x^2+1), compute the largest prime factor of the product over m=1..n for n up to 10^6 and plot F_f(n)/n^d to gather evidence on growth rate.","The objects are elementary (integer polynomials, prime factors) but the core question is asymptotic/analytic about largest prime factors, where computation can only provide heuristic evidence rather than proof. This is related to deep results in analytic number theory (Hooley, Granville) and likely requires new ideas beyond current techniques.","Let $f \in \mathbb{Z}[x]$ be an irreducible polynomial of degree $d \geq 2$. Let $F_f(n)$ be maximal such that there exists $1 \leq m \leq n$ with $f(m)$ is divisible by a prime $\geq F_f(n)$. Equivalently, $F_f(n)$ is the greatest prime divisor of $\prod_{1 \leq m \leq n} f(m)$. Estimate $F_f(n)$. In particular, is it true that $F_f(n) \gg n^{1+c}$ for some constant $c > 0$? Or even $\gg n^d$?"
1143,#1143,open,45.0,3,1,3,2,asymptotic,"Fix small sets of primes and specific k values; for each interval of length k slide over integers and count minimum multiples coverage, building tables of F_k values to guess asymptotics","The objects are elementary (primes, intervals, multiples) but the problem asks for asymptotic estimation in a parameter regime, making it analytic/sieve-theoretic at core. Computation can tabulate F_k for small cases but bridging to the asymptotic estimate requires sieve methods and likely new ideas beyond standard inclusion-exclusion.","Let $p_1 < \cdots < p_u$ be primes and let $k \geq 1$. Let $F_k(p_1, \ldots, p_u)$ be such that every interval of $k$ positive integers contains at least $F_k(p_1, \ldots, p_u)$ multiples of at least one of the $p_i$. Estimate $F_k(p_1, \ldots, p_u)$, particularly in the range $k = \alpha p_u$ for constant $\alpha > 2$."
1188,#1188,open,45.0,3,1,3,2,asymptotic,"Enumerate all minimal covering systems with moduli up to x=20 or so via backtracking search to get data points for F(x), then fit growth rate",Covering systems are accessible combinatorial objects but enumerating minimal ones grows rapidly and the asymptotic estimation requires non-trivial number-theoretic analysis of covering congruences. Computational enumeration can provide data for small x but won't settle the asymptotic question.,"Call a set of distinct integers $1 < n_1 < \cdots < n_k$ with associated congruence classes $a_i \pmod{n_i}$ a distinct covering system if every integer satisfies at least one of these congruences. A minimal distinct covering system is one such that no proper subset forms a covering system. Let $F(x)$ count the number of minimal distinct covering systems with all moduli in $[1,x]$. Estimate $F(x)$."
486,#486,open,44.0,2,2,3,2,universal,needs proof - deprioritize,"The objects (logarithmic density, residue sieves) are standard graduate number theory, but the problem is fundamentally analytic/asymptotic—no finite computation can verify or falsify the limit's existence. Finding a counterexample would require constructing adversarial A and X_n, which is a continuous/infinite construction problem not amenable to direct search.","Let $A \subseteq \mathbb{N}$, and for each $n \in A$ choose some $X_n \subseteq \mathbb{Z}/n\mathbb{Z}$. Let $B = \{m \in \mathbb{N} : m \notin X_n \pmod{n} \text{ for all } n \in A \text{ with } m > n\}$. Must $B$ have a logarithmic density, i.e. is it true that \[\lim_{x \to \infty} \frac{1}{\log x} \sum_{\substack{m \in B \\ m < x}} \frac{1}{m}\] exists?"
881,#881,open,44.0,2,2,3,2,existence,needs proof - deprioritize,"The objects (additive bases, minimality) are standard but require non-trivial combinatorial number theory to handle. Computational experiments on finite approximations cannot faithfully capture the infinite minimality condition or basis order, making code-based progress very limited.","Let $A \subset \mathbb{N}$ be an additive basis of order $k$ which is minimal, in the sense that if $B \subset A$ is any infinite set then $A \setminus B$ is not a basis of order $k$. Must there exist an infinite $B \subset A$ such that $A \setminus B$ is a basis of order $k + 1$?"
892,#892,open,44.0,2,2,3,2,other,needs proof - deprioritize,"The problem asks for characterizations (necessary and sufficient conditions) of two different phenomena involving primitive sequences, making it a vague meta-problem rather than a single falsifiable claim. Computational experiments could probe specific candidate sequences but cannot address the 'necessary and sufficient' framing, which requires structural proof.","Is there a necessary and sufficient condition for a sequence of integers $b_1 < b_2 < \cdots$ that ensures there exists a primitive sequence $a_1 < a_2 < \cdots$ (i.e. no element divides another) with $a_n \ll b_n$ for all $n$? In particular, is this always possible if there are no non-trivial solutions to $(b_i, b_j) = b_k$? Similarly, find necessary and sufficient conditions on a sequence $n_1 < n_2 < \cdots$ that ensure there exists a primitive set $A$ such that $$|A \cap [1, 2^{n_i}]| \gg 2^{n_i}$$ for every $i$."
39,#39,open,42.0,2,1,4,2,existence,needs proof - deprioritize,"Sidon sets (all pairwise sums distinct) are elementary objects, but this problem asks whether the conjectured near-optimal infinite Sidon set exists—a major open question requiring new construction ideas. Computation can verify Sidon property for finite sets but cannot resolve the existence of an infinite set achieving the N^{1/2-ε} density bound.","Is there an infinite Sidon set $A \subset \mathbb{N}$ such that \[|A \cap \{1\ldots,N\}| \gg_\epsilon N^{1/2-\epsilon}\] for all $\epsilon > 0$?"
247,#247,open,42.0,2,1,4,2,universal,needs proof - deprioritize,"The objects are elementary (integer sequences, binary series), but the transcendence question requires deep machinery (e.g., Mahler's method or Roth-type theorems) far beyond computational verification. Small cases can't distinguish transcendental from algebraic in any useful way, and the limsup condition makes exhaustive search for a counterexample essentially hopeless.",Let $1 \le a_1 < a_2 < \cdots$ be a sequence of integers such that $\limsup \frac{a_n}{n} = \infty$. Is $\sum_{n=1}^{\infty} \frac{1}{2^{a_n}}$ transcendental?
252,#252,open,42.0,2,1,4,2,existence,compute partial sums as exact rationals and check convergence rate / denominators via Liouville-type irrationality criterion,"The objects are elementary (divisor sums, factorials) and the series converges rapidly due to n! in the denominator, making irrationality plausible via classical criteria. However, proving irrationality rigorously requires number-theoretic arguments about denominators of partial sums; computation can only provide numerical evidence, not a proof.",Let $k \geq 1$ and $\sigma_k(n) = \sum_{d \mid n} d^k$. Is $$\sum \frac{\sigma_k(n)}{n!}$$ irrational?
332,#332,open,42.0,2,1,4,2,other,needs proof - deprioritize,"The objects (difference sets, bounded gaps) are elementary, but the problem is open-ended and asks for 'conditions,' making it a theory-building question rather than a verifiable claim. Computation can explore specific sets A but cannot resolve what general sufficient conditions look like.","Let $D(A) = \{a_1 - a_2 : a_1, a_2 \in A\}$. What conditions on $A$ are sufficient to ensure $D(A)$ has bounded gaps?"
1053,#1053,open,42.0,2,1,4,2,asymptotic,needs proof - deprioritize,"The objects (sigma function, multiperfect numbers) are elementary, but the question is purely asymptotic about the growth rate of k relative to log log n for k-perfect numbers. No finite computation can settle the asymptotic claim, and the best known bounds (k = O(log log n) is already known; whether o holds is a delicate analytic number theory question).","Call a number $k$-perfect if $\sigma(n) = kn$, where $\sigma(n)$ is the sum of the divisors of $n$. Must $k = o(\log \log n)$?"
1057,#1057,open,42.0,2,1,4,2,asymptotic,needs proof - deprioritize,"Carmichael numbers are elementary objects but the asymptotic question x^{1-o(1)} is a deep analytic number theory problem far beyond computational verification; Erdős conjectured this and while lower bounds like x^{2/7} are known, closing the gap to x^{1-o(1)} requires fundamentally new ideas. Computation can tabulate C(x) for modest x but cannot distinguish x^{1-o(1)} from weaker bounds asymptotically.","Let $C(x)$ count the number of Carmichael numbers in the interval $[1, x]$. Is it true that $C(x) = x^{1-o(1)}$?"
